id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet,Mood
1347164009036967936,"Nataniel Lester-Coll, MD","Vermont, USA","Radiation Oncologist @UVMMedCenter Asst Prof @UVMLarnerMed • Married @candaspinar, Ayla’s dad • Alum @PennMedicine @YaleMed • #MedEd #AdvancesRO editor #HSRonc",2014-01-14 21:31:32,3630,1694,21156,True,2021-01-07 12:51:43,"✅ #PfizerBioNTech #CovidVaccine #2 

My heart aches after yesterday’s tragedy, but I don’t feel a thing from this s… https://t.co/loDOD4x1kQ","['PfizerBioNTech', 'CovidVaccine']",Twitter for iPhone,1,33,False,0
1462115064777949184,BizToc,,"The Whole Business World on a Single Page.
By @thomas & Backed by @mcuban",2009-08-10 02:32:04,111,2,4,False,2021-11-20 17:46:10,C.D.C. Endorses Covid Vaccine Booster Shots for All Adults #drugstores #vaccineboostershots #pfizerbiontech… https://t.co/jitbHACIxx,"['drugstores', 'vaccineboostershots', 'pfizerbiontech']",BizToc News,0,0,False,0
1354793438294769666,Michael Stout,"Maryland, USA",Multi-Disciplined Public Safety Leader,2017-05-17 19:15:09,115,399,433,False,2021-01-28 14:08:21,"https://t.co/kv4UdiESX0

#PfizerBioNTech #PfizerVaccine may have more logistic challenges but being effective again… https://t.co/P3AMmGMAey","['PfizerBioNTech', 'PfizerVaccine']",Twitter Web App,0,0,False,0
1370463277482962949,Evolutionartphotography,"New York, NY #blm ✊🏿✊🏾✊🏽","🔞Discerning content creator ➡️ 📸, focused on male form/beauty. uncensored provocateur shooting with 18+ male models. Artistic full nudity/implied photography.",2020-05-03 11:59:35,240,160,11059,False,2021-03-12 19:54:41,I’m proud to say today I have received my 2nd dose of @pfizer #PfizerBiontech #PfizerVaccine @Yankees I can now beg… https://t.co/eZOe6iJ9Ox,"['PfizerBiontech', 'PfizerVaccine']",Twitter for iPad,0,1,False,0
1339437623291637762,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,2020-12-04 04:09:28,106,1079,32,False,2020-12-17 05:09:49,"@nytimes Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/tTLzsWSliD",,Twitter for Android,0,0,False,0
1376272473671540746,Nova,,,2017-07-06 15:22:56,22,302,926,False,2021-03-28 20:38:22,"....
Sometimes no need much words to describe things...
#vaccine #antivax #pfizer #PfizerGang #PfizerBiontech… https://t.co/2MPNJ9mFmI","['vaccine', 'antivax', 'pfizer', 'PfizerGang', 'PfizerBiontech']",Twitter for iPhone,0,0,False,0
1362852862376738816,Jason Murray,N 43°36' 0'' / W 84°14' 0'',All my info is here: http://t.co/72eLEWvTbI,2009-02-19 18:40:22,52,242,31,False,2021-02-19 19:53:37,"Two days after the 2nd dose of the #PfizerBioNTech 
COVID-19 vaccine - I have no adverse issues. If you have the op… https://t.co/1enwrorxOH",['PfizerBioNTech'],Twitter Web App,0,0,False,0
1358965367033397249,Free Malaysia Today,Malaysia,Free and Independent #FMTNews Telegram: https://t.co/Xs6LInzbeK,2010-01-05 16:17:15,172066,1,0,False,2021-02-09 02:26:06,"However, no detail is available as to how many doses the first shipment will contain or when it would be shipped.… https://t.co/aBKR5vrQx6",,Twitter Web App,0,1,False,0
1443915649428955168,"Connor Foxhoven, PharmD",,"PGY-1 Pharmacy Resident 
Watcher of sports
KCMO",2020-06-04 20:27:16,37,117,116,False,2021-10-01 12:28:12,I asked for a triple shot and forgot I wasn't in the line at Starbucks. #Booster #pfizerbiontech #betterthancoffee https://t.co/60kG11tACn,"['Booster', 'pfizerbiontech', 'betterthancoffee']",Twitter for Android,0,2,False,0
1393172659010252801,Harry Spoelstra,"Knokke,a spot in this Universe","CardioVascular Surgeon, international clinical research, spin-offs, peer-Reviewer, globetrotter, #covididiots/insults =instant block",2011-03-29 14:51:59,2006,1278,96564,False,2021-05-14 11:53:40,"Having to wait for your 2nd jab, does have a reason, and with recent study, waiting 12w in stead of 3-4w, after you… https://t.co/whzDHq6yGc",,TweetDeck,6,21,False,0
1342417963475996672,Shazia,"KSCKD, C2 Riyadh","MSC,MBA,CIC. Certified Infection Control Professional",2016-03-27 17:32:38,64,280,1013,False,2020-12-25 10:32:38,Vaccinated 1st dose against COVID-19 #PfizerBioNTech . Mild to moderate local injection site side effects… https://t.co/wEpOnJoQVG,['PfizerBioNTech'],Twitter for iPhone,0,0,False,0
1347290678741651456,Post-Polio News (ppn),United Kingdom,"Edited by Chris Salter (@theOTt), a polio survivor, ppn is a free online news cutting service specialising in, but not limited to, polio & post-polio issues.",2010-05-19 15:28:51,2483,5002,659,False,2021-01-07 21:15:03,#USA: FDA Statement on Following the Authorized Dosing Schedules for COVID-19 Vaccines | @US_FDA… https://t.co/YderSnxe73,['USA'],Buffer,1,1,False,0
1348463022600302592,kambiz mahmoudpour - مسول انجمن آزادی ادیان,Denmark,"My heart beating for peace, freedom & equality",2009-08-26 18:38:03,4531,4973,165069,False,2021-01-11 02:53:32,"#Iran:#Coronavirus Death Toll Exceeds199,300
.@Maryam_Rajavi:Khamenei’s Red Crescent announced a ban on importing15… https://t.co/soPMO1r5Zj","['Iran', 'Coronavirus']",Twitter Web App,0,0,False,0
1351502293213057025,Riikka Kevo,.fi .fr .se .uk .de,The Future is Here. #Covid19 #FineArt #GeoPolitics #Asia #EU #CIS #Money #Urbanism #Optimism #Communication #GreenInvestors #EconomyGreens #EconomicGeography,2017-02-19 13:09:04,1109,2478,40866,False,2021-01-19 12:10:31,"@AbbasTermezi @THLresearch @HNohynek Well, I think it would need #Phase4-5-6 studies about the righteous amount of… https://t.co/HYFExMRPjC",['Phase4'],Twitter for iPad,1,1,False,0
1392945694793678856,🚀 TheSciFiBard 🦄,Second star on the right...,Word/photon/idea crafter. Joy spreader. Firecracker 🧨 #StarWars #StarTrek #WynonnaEarp #iHEARTart ❤️#FirecrackerDept #MarryYourGays 🏳️‍🌈She/Her,2009-03-05 22:24:50,3441,1171,257652,False,2021-05-13 20:51:47,"When I ventured out today for my 2nd #PfizerBioNTech 💉I wondered, after SUCH a long time spent shut away indoors in… https://t.co/ieU2g8Bbn5",['PfizerBioNTech'],Twitter for iPhone,0,14,False,0
1352396460738957331,AAA,microcompass@outlook.com,"Professor & Dean, Engineering, Construction Director, PM BECHTEL Metro Riyadh, ADNOC Refinery, US Airforce, Lockheed-Martin, NASA, COVID19 BIOP DECONTAMINATOR",2017-08-09 00:14:08,15,17,63,False,2021-01-21 23:23:37,"STATE of DEGRADATION

Increasing #COVID20 beds, Lebanon Gov is admitting jump of mutating strains

#الشيخ_SAGA MUST… https://t.co/oo05veLw6S","['COVID20', 'الشيخ_SAGA']",Twitter Web App,0,1,False,0
1348876668224593920,Dr. Saddam Khan,Khyber Pakhtunkhwa,"Resident Surgeon,Biodegradable Pakhtoon.",2018-07-27 11:39:26,75,98,4988,False,2021-01-12 06:17:13,I’ll be more comfortable if it were #Modernavaccine  or #PfizerBioNTech . https://t.co/UL2tQfhS6F,"['Modernavaccine', 'PfizerBioNTech']",Twitter for iPhone,0,0,False,0
1341017829403815941,Asiya Bakht,Singapore,Don't ask me why I am on Twitter. Comms @BBHBlacksheep. Ex @HavasGroup @CampaignAsia. Views are mine.,2009-07-07 04:27:02,1744,2571,6205,False,2020-12-21 13:49:00,So excited that the first shipment of  #PfizerBioNTech has arrived in Singapore.,['PfizerBioNTech'],Twitter for iPhone,0,0,False,2
1398462281428606979,DNA,India,"Follow us for news, photos, videos and the latest trends from India and around the world. http://t.co/IZXefx3rSt",2008-11-28 15:39:38,2241872,349,111,True,2021-05-29 02:12:44,"#COVID19: European Union approves Pfizer-BioNTech vaccine for 12 to 15-year-old children

#EuropeanUnion #EU… https://t.co/rC5Qhz3ieT","['COVID19', 'EuropeanUnion', 'EU']",Twitter Web App,6,13,False,0
1344014072988246024,The Peninsula Qatar,Qatar,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,2009-07-25 08:41:05,51239,236,765,True,2020-12-29 20:15:00,"The #EuropeanUnion will buy an extra 100 million doses of #PfizerBioNTech COVID-19 vaccine, bringing the total from… https://t.co/HrpdwqrP2g","['EuropeanUnion', 'PfizerBioNTech']",TweetDeck,0,4,False,0
1429919020137000961,Vickie Zisman,World,"Historian, day-job corp.comms expert. allergic 2 self-righteous hypocrites, universal moral preachers. incurable, politically incorrect, cynic.mad cat-lover.",2013-11-14 19:47:57,546,173,26071,False,2021-08-23 21:30:35,"""....the agency is warning against using the vaccine ""off-label"" in children younger than 12. To do so, it says, ""w… https://t.co/ZB9baS9dV6",,Twitter Web App,0,0,False,0
1374737528281047042,🇨🇦 #CPC can't have my name🍁,Canada,"It all began with #Tahrir. Activist for social justice. Art, writing, covid19 survivor. Mouthy. Please #WearAMask! #LongCovid",2009-12-30 21:15:44,1386,702,33709,False,2021-03-24 14:59:02,And people/Drs wonder why people don’t want to be vaccinated&gt;”#HongKong and #Macau have suspended the use of… https://t.co/Moj1sxUjQ6,"['HongKong', 'Macau']",Twitter for iPhone,0,0,False,0
1351924075459870721,India Blooms,India,A news and reference portal on India and a 24X7 news service,2009-10-10 11:19:34,16943,2443,20,False,2021-01-20 16:06:31,Pfizer cancels Covid-19 vaccine delivery to Canada for next week | Indiablooms - First Portal on Digital News Manag… https://t.co/xRy6fKcAEU,,Twitter Web App,0,2,False,0
1357186809084731394,Lisa Williams,Sheffield,"Mum of two girls/Nurse/ACP. I love horses, shopping, socialising and spending time with my family! Think a good friend is worth a million $.",2011-03-09 15:18:20,92,356,147,False,2021-02-04 04:38:45,We had our 2nd #PfizerBioNTech vaccine today. Thank you to @RotherhamNHS_FT for being so efficient with roll out. S… https://t.co/c0VyZdCs0u,['PfizerBioNTech'],Twitter for iPhone,0,0,False,0
1338854085131259904,Okkie Tenggala,,,2016-11-11 17:24:59,4741,5036,90139,False,2020-12-15 14:31:03,@MAGA_Trump2020 @roguesquadkat @realDonaldTrump Vision of an immigrant (the kind #DiaperDonnie hates)… https://t.co/t0CsuZSp6R,['DiaperDonnie'],Twitter for Android,0,0,False,0
1339921655125192707,Medical Study Blog,,Medical Study Blog ⚕ provides information about the field of medicine along with health and wellness related topics.,2020-12-04 04:09:28,106,1079,32,False,2020-12-18 13:13:11,"@DrEdNg @_SCGP_ Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more… https://t.co/C7iWKVWUOv",,Twitter for Android,0,0,False,0
1338739928142897153,Xavier Remis,"Nancy, France","Père, mari, professeur agrégé d’histoire retraité, professeur de cinéma, éternel étudiant, citoyen. Social-démocrate keynésien. Athée. Né à Gijón (España).",2009-07-03 04:38:03,1870,5005,21709,False,2020-12-15 06:57:26,"@realDonaldTrump @PressSec @bekindhavehope 
Congratulations German Migrants Scientists.
#PfizerBioNTech #BioNTech https://t.co/Y5rWvGhOG8","['PfizerBioNTech', 'BioNTech']",Twitter Web App,1,7,False,0
1361415423225253892,Alex777,,"Love Animals, Art, Books & Soccer. I hate evil behavior! ""Never think you stand alone"" Here to fight for the weak!Whoever is against #Armenians should PISS OFF!",2017-04-18 14:00:07,2164,2407,55316,False,2021-02-15 20:41:45,#COVID #COVID19 #Covid_19 #COVIDVaccine #vaccine #Pfizer #PfizerVaccine #PfizerBiontech #BioNTech #Corona #vaccines… https://t.co/sxlvxsUC0E,"['COVID', 'COVID19', 'Covid_19', 'COVIDVaccine', 'vaccine', 'Pfizer', 'PfizerVaccine', 'PfizerBiontech', 'BioNTech', 'Corona', 'vaccines']",Twitter Web App,1,1,False,0
1350392244549783554,The World Reviews,,"Reviewing about the world and its happening daily. Follow us, share and spread the word. https://t.co/BIJFCNPEZZ",2020-01-30 10:35:51,680,3907,752,False,2021-01-16 10:39:34,"At least six #EU nations call the delayed delivery of #PfizerVaccine as “unacceptable”. 
Many bloc members are rece… https://t.co/Gjy358oRIN","['EU', 'PfizerVaccine']",Twitter for iPhone,0,0,False,0
1342135762989555714,Resistor-in-Chief,"Spring, TX",Card-carrying member of #TheResistance,2011-07-10 18:01:26,606,1310,15215,False,2020-12-24 15:51:16,@HouseGOP @RepBrianMast #PfizerBioNTech #vaccine had NOTHING to do with #OperationWarpSpeed!,"['PfizerBioNTech', 'vaccine', 'OperationWarpSpeed']",Twitter for Android,0,0,False,0
1427542753664249899,Business Upturn,Mumbai,"Business Upturn covers news from India and around the world, featuring a wide range of topics.",2019-08-10 12:16:27,178,9,8,False,2021-08-17 08:08:09,"Stefanos Tsitsipas reveals he won’t take COVID-19 vaccine until made mandatory
#ATPTour #COVID-19Vaccines… https://t.co/xioITcW8UO","['ATPTour', 'COVID']",Business Upturn,0,0,False,0
1436836835481817089,James (UnfilteredTruth),"England, United Kingdom",Successful Business Owner/ Entrepreneur & Crypto trader. Previous Snr. Management in Big Pharma for 15 yrs (Vaccine Manufacturing) so I KNOW what's happening ☠,2009-03-09 19:33:09,29,168,3172,False,2021-09-11 23:39:31,"TRAGIC DEATH OF A 13 YEAR OLD AFTER 2nd JAB.
I'm so disgusted and angry....but unfortunately, we WILL see and hear… https://t.co/GHA5LQoSm4",,Twitter for Android,0,0,False,0
1352837158000726016,Sue,,"Retired SLP/AAC Specialist. Love family, traveling, dancing, baking, movies. Sacramento Kings fan!",2014-05-15 04:25:56,80,241,16467,False,2021-01-23 04:34:47,@TheRealHoarse Got my first CoVid 19 vaccine #PfizerBioNTech 👏🏻,['PfizerBioNTech'],Twitter for iPad,0,0,False,0
1374417961075707915,J-Lux352🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧🇪🇺,Luxembourg,"Wales, UK, European Immigrant, Brexit, U.K. Politics, U.S. Politics, EU, Human Rights.",2012-02-07 20:58:15,641,749,70637,False,2021-03-23 17:49:12,This is a really interesting thread explaining where the #EU went wrong on its #vaccine procurement. #AstraZeneca… https://t.co/1PZhKSmTG8,"['EU', 'vaccine', 'AstraZeneca']",Twitter for iPad,1,1,False,0
1441782066006298625,Steph Cochran,,the Eve of your labours,2021-05-30 19:13:38,2,13,67,False,2021-09-25 15:10:06,"""...Only people who have already been fully immunized with #PfizerBioNTech ’s two-dose Covid #vaccine are eligible… https://t.co/VU7y9HagMD","['PfizerBioNTech', 'vaccine']",Twitter Web App,1,0,False,0
1406951844379717632,Luke Rey Santillan,"Kowloon City, HK",Insider to the world's darkest and deepest secrets. Frustrated DJ(Progressive and Electro House) Hardwell fan -https://t.co/SJqeCkuEld,2009-06-08 14:51:11,156,166,517,False,2021-06-21 12:27:14,Vaccination theory confirmed. The more you bash Sinovac the more likely you will get it. The more open you are to b… https://t.co/gUraUC8oGr,,Twitter for iPhone,0,1,False,0
1368877948510568448,Matt Courtman-Maddalo,"East Midlands, England",Clinical Endoscopist at KGH NHSFT. Views are my own and do not reflect those of my employer. RT does not mean endorsement. He/Him 🏳️‍🌈,2020-10-02 17:54:19,27,56,57,False,2021-03-08 10:55:10,Second #PfizerBiontech #covid19vaccine done. Very slick and efficient operation @NGHnhstrust - thank you! https://t.co/0BxvMhpvdo,"['PfizerBiontech', 'covid19vaccine']",Twitter for iPhone,0,0,False,0
1418518572934959112,Zaila🌻Idrus☀️,Kuala Lumpur,Let your smile and positive attitude be the SUNSHINE on a grey and gloomy day :),2010-05-18 21:20:14,308,587,5230,False,2021-07-23 10:29:17,"Battle of Vaccines! And I love that AstraZeneca British chap! 😂
#PfizerBioNTech 
#AstraZeneca 
#Moderna 
#Sputnik… https://t.co/U9iVTpauMw","['PfizerBioNTech', 'AstraZeneca', 'Moderna', 'Sputnik']",Twitter for Android,0,1,False,0
1338164912468742149,BRI Network,,"BRI Network conferences bring together industry leaders & solution providers to present on timely topics, best practices & research. Call us: 800-743-8490.",2017-12-12 18:22:12,1249,4895,392,False,2020-12-13 16:52:31,Answers to questions about #COVID #vaccination  https://t.co/5PQhg3tBja #vaccine #Covid_19 #healthcare #health… https://t.co/XA2VxWoca9,"['COVID', 'vaccination', 'vaccine', 'Covid_19', 'healthcare', 'health']",Twitter Web App,4,0,False,0
1355126527650897925,Angus Allan,United Kingdom,"Father. Entrepreneur. Essex Man. Conservative. Historian. Skier. Avid Traveller. Loves Europe, but not EU. 🇬🇧",2017-05-21 07:09:47,168,1170,4697,False,2021-01-29 12:11:55,@HugoGye I know people who have recently turned down the #PfizerBioNTech #vaccine as they want to wait for the… https://t.co/qj3o3a9nyg,"['PfizerBioNTech', 'vaccine']",Twitter for iPhone,0,0,False,0
1349761154009214978,Julie Hickerman 💙,Chesterfield,,2009-02-18 17:05:47,64,215,3284,False,2021-01-14 16:51:51,"One down,one to go!! Thank you @pfizerinc @nhsengland #covidvaccinated✔️ #pfizerbiontech #protectthenhs @ Northern… https://t.co/jrMdNYSYxv","['covidvaccinated', 'pfizerbiontech', 'protectthenhs']",Instagram,0,2,False,0
1414056917287178243,Xtalks Webinars,Online,"Provides insight on Life Science issues (#Pharma, #Biotech, #MedicalDevice) via breaking news & interactive webinars with industry experts",2010-04-22 20:12:26,24194,10053,3758,False,2021-07-11 03:00:15,The effectiveness of the #PfizerBioNTech #COVID19 vaccine appears to drop and news on a third #vaccine dose is esca… https://t.co/IIHRh3jto3,"['PfizerBioNTech', 'COVID19', 'vaccine']",Buffer,0,1,False,0
1449645781909049345,theSun,Petaling Jaya,Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.,2009-07-29 01:58:44,151000,465,558,False,2021-10-17 07:57:42,"The number of Covid-19 cases as of 16 October 2021.

Remember to observe safety and protective measures when you’re… https://t.co/nvDxdrAqAh",,Twitter Web App,1,4,False,0
1355224094778777600,Joyce Leyden,"Wicklow, Ireland",@ESHRE Clinical Embryologist & CNR 20-23 • @EdinburghUni Alumni • @theESHRE5 YA 19 • @FocusReprod Writer• @OldAlexHC President 20-22 • 🐶🏑🧗⛰🗺🔬👩‍🔬🏃‍♀️🇮🇪,2012-04-07 17:18:42,362,633,5560,False,2021-01-29 18:39:37,"2️⃣/2️⃣ 
💉 Thrilled to have the second dose
💪 Let’s do this 2021
🍭 @_TheNMH making sure recipients sugar levels are… https://t.co/HFOOctFniF",,Twitter for iPhone,0,18,False,0
1371426581026013185,New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,741643,428,964,True,2021-03-15 11:42:31,#NSTnation Health Minister Datuk Seri Dr Adham Baba said it marked 21 days since Phase 1 of the National Covid-19 I… https://t.co/ih7Yw01iat,['NSTnation'],Twitter Web App,2,3,False,0
1351372434692161544,Healthwire,"New Delhi, India",Healthwire is a leading digital platform bringing #news on Health & Wellness. We aim for a healthier tomorrow.,2019-03-10 04:59:04,4950,398,216,False,2021-01-19 03:34:30,"Norway Says No Link Between Vaccine And Post-Jab Deaths @pfizer 

#Norway #vaccination #COVID19Vaccine #Norway… https://t.co/7H7iVcpZyV","['Norway', 'vaccination', 'COVID19Vaccine', 'Norway']",Twitter for Android,0,1,False,0
1339307550701879296,The Frontiers Of,Earth,Uncovering our true potential daily...,2017-10-22 21:28:07,62,157,279,False,2020-12-16 20:32:57,Alaskan Healthcare Worker Suffers Severe Allergic Reaction To Covid-19 Vaccine #PfizerCOVIDvaccine #PfizerBioNTech… https://t.co/Kw281hAPUM,"['PfizerCOVIDvaccine', 'PfizerBioNTech']",Twitter Web App,3,5,False,0
1348617335150665734,🇫🇷🇮🇷🇪🇺Ali Dadban M.D.,France,"Attending physician, Dermatology, Amiens, France. No direct medical questions. Views own. #medtwitter #dermtwitter  #curious #Chess #Duolingo 🐈 #AlwaysLearning",2009-06-11 21:37:26,466,855,10723,False,2021-01-11 13:06:43,"Vacciné!
Just got my first jab of #PfizerBioNTech vaccine against #SARSCoV2 💉💪🦠 https://t.co/FTwk5Axgf5","['PfizerBioNTech', 'SARSCoV2']",Twitter for Android,0,7,False,0
1350032134799577094,Zara King,Ireland,Storyteller | Journalist | News Reporter | @VirginMedia_One | @VirginMediaNews | 📸: https://t.co/x8wToNhtdi | 📧: Zara.King@VirginMedia.ie,2009-03-01 19:44:11,36109,3266,11617,True,2021-01-15 10:48:37,"#BREAKING

@VirginMediaNews understands the dose interval for #PfizerBioNTech #CovidVaccine is due to change from 2… https://t.co/R87oaJZA20","['BREAKING', 'PfizerBioNTech', 'CovidVaccine']",Twitter for iPhone,52,214,False,0
1350450411656925191,hedi,London,,2010-05-09 10:50:42,4,6,90,False,2021-01-16 14:30:42,"How will the UK now guarantee no mix and match of vaccines, having given away all 2nd dose of the Pfizer vaccine ?… https://t.co/tFy9LqGdSw",,Twitter Web App,0,0,False,0
